"","date","collar","time","lat","long"
"1","2016-02-26","C3",2016-02-26 00:00:00,24.7866830628478,-37.2334879837176
"2","2016-02-26","C3",2016-02-26 01:00:00,25.592520282919,-37.2639960064909
"3","2016-02-26","C3",2016-02-26 02:00:00,24.6631745835364,-37.3223986510419
"4","2016-02-26","C3",2016-02-26 03:00:00,28.3055193414248,-38.4773366915126
"5","2016-02-26","C3",2016-02-26 04:00:00,28.1213687606289,-38.7516650013886
"6","2016-02-26","C3",2016-02-26 05:00:00,29.2834998425433,-37.4103811025636
"7","2016-02-26","C3",2016-02-26 06:00:00,29.0390295678509,-38.2434364684434
"8","2016-02-26","C3",2016-02-26 07:00:00,27.9938542748772,-38.6846390662006
"9","2016-02-26","C3",2016-02-26 08:00:00,26.6862760827032,-38.6190200191624
"10","2016-02-26","C3",2016-02-26 09:00:00,25.9858613893367,-38.2925622165065
"11","2016-02-26","C3",2016-02-26 10:00:00,24.7901533420648,-40.221787170602
"12","2016-02-26","C3",2016-02-26 11:00:00,24.0879829820296,-37.8460929966631
"13","2016-02-26","C3",2016-02-26 12:00:00,24.5217486514817,-37.9458735279944
"14","2016-02-26","C3",2016-02-26 13:00:00,23.4472433646505,-38.8481459264053
"15","2016-02-26","C3",2016-02-26 14:00:00,22.2050083605535,-37.1816157276528
"16","2016-02-26","C3",2016-02-26 15:00:00,21.4203138270259,-35.1816296595757
"17","2016-02-26","C3",2016-02-26 16:00:00,21.0257586146139,-35.4013748224263
"18","2016-02-26","C3",2016-02-26 17:00:00,19.6332096736974,-33.7449988774349
"19","2016-02-26","C3",2016-02-26 18:00:00,18.8823124222652,-32.9560392642499
"20","2016-02-26","C3",2016-02-26 19:00:00,18.0870046477715,-31.2109225402508
"21","2016-02-26","C3",2016-02-26 20:00:00,17.356989039015,-30.4935216727504
"22","2016-02-26","C3",2016-02-26 21:00:00,15.9808821180979,-30.8110071794248
"23","2016-02-26","C3",2016-02-26 22:00:00,16.6834474753892,-30.9216040137166
"24","2016-02-26","C3",2016-02-26 23:00:00,16.1528648630152,-29.8055790842923
