"","date","collar","time","lat","long"
"1","2016-02-26","H8",2016-02-26 00:00:00,25.9634069811009,-37.2811675056543
"2","2016-02-26","H8",2016-02-26 01:00:00,25.5530885823589,-36.6269746860709
"3","2016-02-26","H8",2016-02-26 02:00:00,26.0168901019762,-37.0586568127042
"4","2016-02-26","H8",2016-02-26 03:00:00,25.9161200715046,-35.5897002479129
"5","2016-02-26","H8",2016-02-26 04:00:00,24.8620253309431,-35.585321177151
"6","2016-02-26","H8",2016-02-26 05:00:00,24.0576535490389,-35.4648295324648
"7","2016-02-26","H8",2016-02-26 06:00:00,23.788251479758,-36.9159540048258
"8","2016-02-26","H8",2016-02-26 07:00:00,23.7849564964238,-37.135568209028
"9","2016-02-26","H8",2016-02-26 08:00:00,25.1687656703338,-38.5170737595574
"10","2016-02-26","H8",2016-02-26 09:00:00,25.1976704435412,-38.4229022428685
"11","2016-02-26","H8",2016-02-26 10:00:00,25.9797660338222,-37.5223261057366
"12","2016-02-26","H8",2016-02-26 11:00:00,25.9712183690303,-35.4617425598274
"13","2016-02-26","H8",2016-02-26 12:00:00,26.0024329228928,-37.1484049876544
"14","2016-02-26","H8",2016-02-26 13:00:00,27.0396671335908,-36.7061137635211
"15","2016-02-26","H8",2016-02-26 14:00:00,27.8627416872753,-38.7627561586096
"16","2016-02-26","H8",2016-02-26 15:00:00,27.2356990572435,-38.5681353884803
"17","2016-02-26","H8",2016-02-26 16:00:00,27.11884308086,-38.9943623132417
"18","2016-02-26","H8",2016-02-26 17:00:00,26.8616623863383,-38.2861795519644
"19","2016-02-26","H8",2016-02-26 18:00:00,28.6304959717865,-39.1182522189189
"20","2016-02-26","H8",2016-02-26 19:00:00,28.9656985521064,-39.3780494776961
"21","2016-02-26","H8",2016-02-26 20:00:00,28.3768362038861,-37.3316683640319
"22","2016-02-26","H8",2016-02-26 21:00:00,27.2217388640661,-37.3399026469343
"23","2016-02-26","H8",2016-02-26 22:00:00,27.5508217451458,-36.7194396517885
"24","2016-02-26","H8",2016-02-26 23:00:00,29.5252357047572,-36.3341805668413
