"","date","collar","time","lat","long"
"1","2016-02-26","G7",2016-02-26 00:00:00,24.2826863641567,-35.9200174098905
"2","2016-02-26","G7",2016-02-26 01:00:00,25.2913800515243,-34.903943143094
"3","2016-02-26","G7",2016-02-26 02:00:00,26.680533352006,-32.3081156318169
"4","2016-02-26","G7",2016-02-26 03:00:00,27.4414474315284,-32.6691286393275
"5","2016-02-26","G7",2016-02-26 04:00:00,27.4760254107443,-33.0422129299358
"6","2016-02-26","G7",2016-02-26 05:00:00,27.0209196294129,-31.838570833219
"7","2016-02-26","G7",2016-02-26 06:00:00,26.2171044188332,-30.6359860597748
"8","2016-02-26","G7",2016-02-26 07:00:00,24.6422702367058,-31.7196706032783
"9","2016-02-26","G7",2016-02-26 08:00:00,24.0377618854387,-32.990762752684
"10","2016-02-26","G7",2016-02-26 09:00:00,24.3055400002777,-32.7911938931505
"11","2016-02-26","G7",2016-02-26 10:00:00,24.3628999012225,-33.6667390162147
"12","2016-02-26","G7",2016-02-26 11:00:00,24.6490571566504,-33.3917840275311
"13","2016-02-26","G7",2016-02-26 12:00:00,27.136050882575,-32.7577310737581
"14","2016-02-26","G7",2016-02-26 13:00:00,26.9819771081982,-33.5136926557359
"15","2016-02-26","G7",2016-02-26 14:00:00,28.5224447115633,-34.6718084063988
"16","2016-02-26","G7",2016-02-26 15:00:00,27.3210106845821,-34.4953598947787
"17","2016-02-26","G7",2016-02-26 16:00:00,28.6422326242093,-35.0528709963994
"18","2016-02-26","G7",2016-02-26 17:00:00,29.4763117482221,-36.5806474736094
"19","2016-02-26","G7",2016-02-26 18:00:00,28.8075153066024,-35.0960345863214
"20","2016-02-26","G7",2016-02-26 19:00:00,27.9645114285319,-34.7997067725646
"21","2016-02-26","G7",2016-02-26 20:00:00,27.7390164840034,-33.6636848781673
"22","2016-02-26","G7",2016-02-26 21:00:00,25.5377651761922,-35.4874997674754
"23","2016-02-26","G7",2016-02-26 22:00:00,26.9293460393974,-35.4373297894113
"24","2016-02-26","G7",2016-02-26 23:00:00,26.3300256949198,-36.6316500163889
