"","date","collar","time","lat","long"
"1","2016-02-26","E5",2016-02-26 00:00:00,25.3818712058836,-36.0900402715178
"2","2016-02-26","E5",2016-02-26 01:00:00,24.171675154125,-36.512601234299
"3","2016-02-26","E5",2016-02-26 02:00:00,24.3374476708389,-35.5777216675698
"4","2016-02-26","E5",2016-02-26 03:00:00,23.3865387862485,-35.3789930503999
"5","2016-02-26","E5",2016-02-26 04:00:00,23.5464328297082,-35.8571067957258
"6","2016-02-26","E5",2016-02-26 05:00:00,24.4935650550089,-37.4492030578946
"7","2016-02-26","E5",2016-02-26 06:00:00,25.7046852278248,-35.0755396696955
"8","2016-02-26","E5",2016-02-26 07:00:00,25.2724210366509,-36.1672760679526
"9","2016-02-26","E5",2016-02-26 08:00:00,25.7273395647003,-37.1698795340122
"10","2016-02-26","E5",2016-02-26 09:00:00,27.1345181984867,-36.3659229839554
"11","2016-02-26","E5",2016-02-26 10:00:00,26.3492371052456,-36.2730282165874
"12","2016-02-26","E5",2016-02-26 11:00:00,26.700415312052,-37.3392720133667
"13","2016-02-26","E5",2016-02-26 12:00:00,26.0793622381281,-38.3716976102333
"14","2016-02-26","E5",2016-02-26 13:00:00,26.3715504235393,-38.5436189054918
"15","2016-02-26","E5",2016-02-26 14:00:00,26.8950589604431,-37.9117723858355
"16","2016-02-26","E5",2016-02-26 15:00:00,28.1420522081212,-36.0817351519986
"17","2016-02-26","E5",2016-02-26 16:00:00,28.5874779766175,-35.1329274514562
"18","2016-02-26","E5",2016-02-26 17:00:00,28.1114015739232,-35.3596499300969
"19","2016-02-26","E5",2016-02-26 18:00:00,25.7715560005454,-36.2966519738624
"20","2016-02-26","E5",2016-02-26 19:00:00,27.421331615295,-34.6009955230352
"21","2016-02-26","E5",2016-02-26 20:00:00,27.4717131422165,-33.767475657778
"22","2016-02-26","E5",2016-02-26 21:00:00,26.7540399759878,-31.1268843829671
"23","2016-02-26","E5",2016-02-26 22:00:00,27.6403125443486,-29.7720587735018
"24","2016-02-26","E5",2016-02-26 23:00:00,25.8299949074464,-29.500484884875
