"","date","collar","time","lat","long"
"1","2016-02-26","J10",2016-02-26 00:00:00,30.5583762947832,-38.6611846592074
"2","2016-02-26","J10",2016-02-26 01:00:00,30.4272550030821,-38.4090724661793
"3","2016-02-26","J10",2016-02-26 02:00:00,30.2404855807446,-38.0909744999829
"4","2016-02-26","J10",2016-02-26 03:00:00,30.7969284710154,-39.2096453830794
"5","2016-02-26","J10",2016-02-26 04:00:00,30.0088516765361,-38.4778805994783
"6","2016-02-26","J10",2016-02-26 05:00:00,30.6847165322148,-38.6564343012238
"7","2016-02-26","J10",2016-02-26 06:00:00,30.8307921317997,-40.0131918224783
"8","2016-02-26","J10",2016-02-26 07:00:00,30.9071161884093,-39.8472157156142
"9","2016-02-26","J10",2016-02-26 08:00:00,28.806316586377,-38.8112686060271
"10","2016-02-26","J10",2016-02-26 09:00:00,28.510128012126,-39.4790308221045
"11","2016-02-26","J10",2016-02-26 10:00:00,26.4508218163134,-38.7749769680031
"12","2016-02-26","J10",2016-02-26 11:00:00,26.1357083590108,-38.3340005674598
"13","2016-02-26","J10",2016-02-26 12:00:00,25.3765405009884,-37.2832013710328
"14","2016-02-26","J10",2016-02-26 13:00:00,26.6649328221935,-36.2027634155566
"15","2016-02-26","J10",2016-02-26 14:00:00,25.3418509022689,-35.9200037503068
"16","2016-02-26","J10",2016-02-26 15:00:00,24.9907075433426,-35.7427594157036
"17","2016-02-26","J10",2016-02-26 16:00:00,24.1393112973773,-35.5043200971158
"18","2016-02-26","J10",2016-02-26 17:00:00,23.0214782154927,-35.5499557104204
"19","2016-02-26","J10",2016-02-26 18:00:00,23.9391440589436,-34.5641479193313
"20","2016-02-26","J10",2016-02-26 19:00:00,21.9959842773145,-33.7578480466009
"21","2016-02-26","J10",2016-02-26 20:00:00,20.7509791215713,-33.3574716089246
"22","2016-02-26","J10",2016-02-26 21:00:00,21.08435541115,-32.6393616651413
"23","2016-02-26","J10",2016-02-26 22:00:00,19.036544233919,-32.4638799444736
"24","2016-02-26","J10",2016-02-26 23:00:00,18.555228104009,-31.4126470054845
