"","date","collar","time","lat","long"
"1","2016-02-26","B2",2016-02-26 00:00:00,24.674518397637,-27.6767352123698
"2","2016-02-26","B2",2016-02-26 01:00:00,25.5768948781414,-28.1564961383278
"3","2016-02-26","B2",2016-02-26 02:00:00,25.3702119445817,-26.9084829783085
"4","2016-02-26","B2",2016-02-26 03:00:00,26.8144913530709,-27.831583739128
"5","2016-02-26","B2",2016-02-26 04:00:00,28.9053738280332,-28.0199442250914
"6","2016-02-26","B2",2016-02-26 05:00:00,28.6143526247957,-26.6856295955692
"7","2016-02-26","B2",2016-02-26 06:00:00,27.235330485816,-26.7789141282362
"8","2016-02-26","B2",2016-02-26 07:00:00,28.0944238788965,-26.8067560320712
"9","2016-02-26","B2",2016-02-26 08:00:00,29.3037530865145,-26.9160539240095
"10","2016-02-26","B2",2016-02-26 09:00:00,31.5594201957607,-25.7678188250786
"11","2016-02-26","B2",2016-02-26 10:00:00,31.9925784220006,-25.6399255751928
"12","2016-02-26","B2",2016-02-26 11:00:00,33.3434257624509,-25.8160615307787
"13","2016-02-26","B2",2016-02-26 12:00:00,34.3519292061515,-26.6810622779139
"14","2016-02-26","B2",2016-02-26 13:00:00,33.9173193713033,-25.7525008818317
"15","2016-02-26","B2",2016-02-26 14:00:00,33.57126235178,-26.0333773170666
"16","2016-02-26","B2",2016-02-26 15:00:00,32.7033709456269,-25.9637246947557
"17","2016-02-26","B2",2016-02-26 16:00:00,31.9945292774327,-25.7477852625477
"18","2016-02-26","B2",2016-02-26 17:00:00,34.130162456279,-26.2446358150789
"19","2016-02-26","B2",2016-02-26 18:00:00,35.1346813365778,-26.3090917390858
"20","2016-02-26","B2",2016-02-26 19:00:00,36.4850172089225,-25.8134042244244
"21","2016-02-26","B2",2016-02-26 20:00:00,37.2167097397448,-25.9001408568757
"22","2016-02-26","B2",2016-02-26 21:00:00,37.5056123702797,-27.3279923583445
"23","2016-02-26","B2",2016-02-26 22:00:00,38.6942518607469,-26.7539220105345
"24","2016-02-26","B2",2016-02-26 23:00:00,39.2263902700397,-27.5996350650478
