"","date","collar","time","lat","long"
"1","2016-02-26","F6",2016-02-26 00:00:00,28.1584345322072,-36.8538654319421
"2","2016-02-26","F6",2016-02-26 01:00:00,27.8301797921381,-37.2990258780605
"3","2016-02-26","F6",2016-02-26 02:00:00,28.5936683203662,-36.4532253499131
"4","2016-02-26","F6",2016-02-26 03:00:00,28.061248627826,-36.8672199186876
"5","2016-02-26","F6",2016-02-26 04:00:00,28.3217458202361,-37.0190683663109
"6","2016-02-26","F6",2016-02-26 05:00:00,28.4898102070765,-37.235424713665
"7","2016-02-26","F6",2016-02-26 06:00:00,28.9719152717127,-36.6876299593801
"8","2016-02-26","F6",2016-02-26 07:00:00,30.5724997549386,-37.3123190483536
"9","2016-02-26","F6",2016-02-26 08:00:00,29.5339427349301,-37.9784034017805
"10","2016-02-26","F6",2016-02-26 09:00:00,29.1171808731522,-37.8855774073308
"11","2016-02-26","F6",2016-02-26 10:00:00,29.1740123531635,-37.9771312979962
"12","2016-02-26","F6",2016-02-26 11:00:00,28.4754750688059,-37.2098410712522
"13","2016-02-26","F6",2016-02-26 12:00:00,29.6679721660466,-36.8252993731986
"14","2016-02-26","F6",2016-02-26 13:00:00,30.7031334058776,-35.6436094211825
"15","2016-02-26","F6",2016-02-26 14:00:00,30.7579682906068,-34.1606999263222
"16","2016-02-26","F6",2016-02-26 15:00:00,29.9805754828619,-33.7879570599734
"17","2016-02-26","F6",2016-02-26 16:00:00,29.5448754329973,-35.6065162970773
"18","2016-02-26","F6",2016-02-26 17:00:00,28.783853097077,-34.3965459521242
"19","2016-02-26","F6",2016-02-26 18:00:00,28.4886253180087,-34.3477564532064
"20","2016-02-26","F6",2016-02-26 19:00:00,29.3488844426055,-33.3497439293053
"21","2016-02-26","F6",2016-02-26 20:00:00,29.2537256229577,-33.959195676668
"22","2016-02-26","F6",2016-02-26 21:00:00,28.8172567073724,-34.6853082983107
"23","2016-02-26","F6",2016-02-26 22:00:00,29.0287493320256,-32.7527638297855
"24","2016-02-26","F6",2016-02-26 23:00:00,29.2065680818965,-31.7510060363166
