"","date","collar","time","lat","long"
"1","2016-02-26","D4",2016-02-26 00:00:00,27.2731253906462,-38.5212267706975
"2","2016-02-26","D4",2016-02-26 01:00:00,28.4427742342658,-36.784444902605
"3","2016-02-26","D4",2016-02-26 02:00:00,27.6209449994753,-36.1924680258987
"4","2016-02-26","D4",2016-02-26 03:00:00,28.1839573300611,-34.9996393445303
"5","2016-02-26","D4",2016-02-26 04:00:00,28.2048911520109,-34.268655508766
"6","2016-02-26","D4",2016-02-26 05:00:00,28.9679242414923,-34.1642987972194
"7","2016-02-26","D4",2016-02-26 06:00:00,28.855151271776,-32.5005385894926
"8","2016-02-26","D4",2016-02-26 07:00:00,29.4074326050304,-31.9967641305243
"9","2016-02-26","D4",2016-02-26 08:00:00,29.4926736445401,-32.8812507092107
"10","2016-02-26","D4",2016-02-26 09:00:00,28.2972164871612,-32.4767648669051
"11","2016-02-26","D4",2016-02-26 10:00:00,29.2199688067593,-33.0984329687229
"12","2016-02-26","D4",2016-02-26 11:00:00,28.5907855660401,-33.4987882876836
"13","2016-02-26","D4",2016-02-26 12:00:00,30.2612060509731,-35.2163795345263
"14","2016-02-26","D4",2016-02-26 13:00:00,32.0182813097787,-35.3036683853301
"15","2016-02-26","D4",2016-02-26 14:00:00,32.5175782795992,-35.9913962888076
"16","2016-02-26","D4",2016-02-26 15:00:00,31.0495753892027,-34.3969805729121
"17","2016-02-26","D4",2016-02-26 16:00:00,31.8137534972794,-31.7530983221284
"18","2016-02-26","D4",2016-02-26 17:00:00,31.9194136576132,-31.8900374284331
"19","2016-02-26","D4",2016-02-26 18:00:00,33.4361329364974,-32.0540430875119
"20","2016-02-26","D4",2016-02-26 19:00:00,31.8308165235487,-33.1237267839531
"21","2016-02-26","D4",2016-02-26 20:00:00,31.6995683864475,-32.3561604259117
"22","2016-02-26","D4",2016-02-26 21:00:00,33.1212007143674,-32.855007586133
"23","2016-02-26","D4",2016-02-26 22:00:00,32.9171068459972,-30.852698868481
"24","2016-02-26","D4",2016-02-26 23:00:00,32.1793012011016,-30.9658510508186
